"CÓDIGO","DESCRIPCION","LATITUD","LONGITUD","DIRECCIÓN","C.P.","POBLACION","PROVINCIA","PAIS","CERCANIAS","FEVE"
"71604","CUBELLES","41,2043089","1,6759281","CALLE ESTACION DE FERROCARRIL, S/N","08880","Cubelles","Barcelona","España","SI","NO"
"71708","BELLVITGE","41,355564","2,1152487","AVENIDA VILANOVA, S/N","08901","Hospitalet de Llobregat, L'","Barcelona","España","SI","NO"
"72305","L'HOSPITALET DE LLOBREGAT","41,364207","2,09866","CALLE AVINGUDA JOSEP TARRADELLAS, 192","08901","Hospitalet de Llobregat, L'","Barcelona","España","SI","NO"
"79404","BADALONA","41,4458407","2,2488907","PLAÇA ROCAI PI, 1","08911","Badalona","Barcelona","España","SI","NO"
"79403","SANT ADRIA DE BESOS","41,4245427","2,2303097","AVENIDA EDUARD MARISTANY, S/N","08930","Sant Adrià de Besòs","Barcelona","España","SI","NO"
"72303","CORNELLA","41,3580326","2,0694776","PLAZA ESTACION FERROCARRIL, S/N","08940","Cornellà de Llobregat","Barcelona","España","SI","NO"
"72302","SANT JOAN DESPI","41,3693","2,059313","CALLE ESTACIO FERROCARRIL, S/N","08970","Sant Joan Despí","Barcelona","España","SI","NO"
"72301","SANT FELIU DE LLOBREGAT","41,383674","2,0470732","CALLE ESTACIO, S/N","08980","Sant Feliu de Llobregat","Barcelona","España","SI","NO"
"11014","BURGOS ROSA DE LIMA","42,3706346","-3,6661075","AVENIDA PRINCIPE DE ASTURIAS, S/N","09006","Burgos","Burgos","España","NO","NO"
"11009","VILLAQUIRAN","42,2156539","-3,9995055","CARRETERA ESTACION FERROCARRIL, S/N","09118","Villaquirán de los Infantes","Burgos","España","NO","NO"
"11200","MIRANDA DE EBRO","42,6907532","-2,9411199","PLAZA ESTACION FERROCARRIL, S/N","09200","Miranda de Ebro","Burgos","España","NO","NO"
"11109","BRIVIESCA","42,5427537","-3,3192126","CALLE VIA FERREA, S/N","09240","Briviesca","Burgos","España","NO","NO"
"11111","PANCORBO","42,6302302","-3,1129697","CALLE ESTACION FERROCARRIL, 2","09280","Pancorbo","Burgos","España","NO","NO"
"11204","LA PUEBLA DE ARGANZON","42,7652437","-2,8303429","CALLE ESTACION FERROCARRIL, S/N","09294","Condado de Treviño","Burgos","España","NO","NO"
"05732","ESPINOSA DE LOS MONTEROS","43,074412","-3,537296","CARRETERA BU-526 - ESTACION FERROCARRIL, S/N","09560","Espinosa de los Monteros","Burgos","España","NO","SI"
"05733","REDONDO","43,060661","-3,619448","CALLE ESTACION FERROCARRIL S/N","09568","Espinosa de los Monteros","Burgos","España","NO","SI"
"05734","SOTOSCUEVA","43,04581","-3,67767","BARRIO ESTACION FERROCARRIL, 3","09568","Merindad de Sotoscueva","Burgos","España","NO","SI"
"05730","BERCEDO-MONTIJA","43,08852","-3,457309","CALLE ESTACION FERROCARRIL, 1","09569","Espinosa de los Monteros","Burgos","España","NO","SI"
"05740","ARIJA","42,99135","-3,944616","CALLE ARSENIO BRACHOTT, 30","09570","Arija","Burgos","España","NO","SI"
"05738","SONCILLO","43,005809","-3,844888","CARRETERA BU-V-5791 - ESTACION FERROCARRIL, S/N","09572","Valle de Valdebezana","Burgos","España","NO","SI"
"05739","CABAÑAS DE VIRTUS","42,996397","-3,858466","CALLE ESTACION FERROCARRIL S/N","09572","Valle de Valdebezana","Burgos","España","NO","SI"
"05737","ROBREDO AHEDO","43,019054","-3,80933","CALLE ESTACION FERROCARRIL S/N","09573","Merindad de Valdeporres","Burgos","España","NO","SI"
"05735","PEDROSA","43,012399","-3,737869","CARRETERA ESTACION FERROCARRIL, 6","09574","Merindad de Valdeporres","Burgos","España","NO","SI"
"05736","DOSANTE CIDAD","43,009436","-3,740331","CARRETERA ESTACION FERROCARRIL, S/N","09574","Merindad de Valdeporres","Burgos","España","NO","SI"
"05721","ARLA BERRON","43,166706","-3,227581","CAMINO EL BERRON, S/N","09585","Valle de Mena","Burgos","España","NO","SI"
"05722","UNGO NAVA","43,152027","-3,26588","CARRETERA CL-629 - ESTACION FERROCARRIL, S/N","09586","Valle de Mena","Burgos","España","NO","SI"
"05724","MERCADILLO-VILLASANA","43,105209","-3,264469","Ds Las Casillas","09588","Valle de Mena","Burgos","España","NO","SI"
"05727","CADAGUA","43,068078","-3,347473","CALLE CAMINO A MENA - ESTACION FERROCARRIL, S/N","09589","Valle de Mena","Burgos","España","NO","SI"
"35400","CACERES","39,461161","-6,385651","AVENIDA JUAN PABLO II, 6","10005","Cáceres","Cáceres","España","NO","NO"
"35206","NAVALMORAL DE LA MATA","39,8948539","-5,545566","PLAZA ESTACION FERROCARRIL, 1","10300","Navalmoral de la Mata","Cáceres","España","NO","NO"
"35406","VALENCIA DE ALCANTARA","39,4269147","-7,2307418","CALLE MANUEL PUEBLA ESTACION, S/N","10500","Valencia de Alcántara","Cáceres","España","NO","NO"
"35207","CASATEJADA","39,8919228","-5,6776116","PASEO JOSE ANTONIO PAVON, 29","10520","Casatejada","Cáceres","España","NO","NO"
"35301","MIRABEL","39,8661782","-6,228912","CALLE ADOLFO DE MIGUEL, 13","10540","Mirabel","Cáceres","España","NO","NO"
"35302","CASAS DE MILLAN","39,8121045","-6,3256771","CALLE ESTACION FERROCARRIL, S/N","10592","Casas de Millán","Cáceres","España","NO","NO"
"30002","PLASENCIA","40,0221943","-6,0994465","CALLE ALFONSO CAMARGO, S/N","10600","Plasencia","Cáceres","España","NO","NO"
"30000","MONFRAGÜE","39,9374645","-6,1010368","CARRETERA ESTACION FERROCARRIL MALPARTIDA, S/N","10680","Malpartida de Plasencia","Cáceres","España","NO","NO"
"35303","CAÑAVERAL","39,7889614","-6,3745314","CALLE ESTACION FERROCARRIL, S/N","10820","Cañaveral","Cáceres","España","NO","NO"
"35402","ARROYO DE MALPARTIDA","39,4680733","-6,5344525","AVENIDA DE LA ESTACION, 79","10910","Cáceres","Cáceres","España","NO","NO"
"51405","CADIZ","36,52968","-6,288858","PLAZA DE SEVILLA, S/N","11006","Cádiz","Cádiz","España","SI","NO"
"51414","SAN SEVERIANO","36,5210056","-6,2801328","AVENIDA JUAN CARLOS I, S/N","11007","Cádiz","Cádiz","España","SI","NO"
"51409","ESTADIO","36,5067726","-6,265297","AVENIDA JUAN CARLOS I, S/N","11010","Cádiz","Cádiz","España","SI","NO"
"51407","CORTADURA","36,486436","-6,264546","CALLE ADELFA, S/N","11011","Cádiz","Cádiz","España","SI","NO"
"51404","SEGUNDA AGUADA","36,5139086","-6,2768802","AVENIDA JUAN CARLOS I, S/N","11012","Cádiz","Cádiz","España","SI","NO"
"51402","SAN FERNANDO-CENTRO","36,4757355","-6,1934067","PLAZA ESTACION FERROCARRIL, S/N","11100","San Fernando","Cádiz","España","SI","NO"
"51406","SAN FERNANDO-BAHIA SUR","36,4711129","-6,2047354","AVENIDA DEL FERROCARRIL, S/N","11100","San Fernando","Cádiz","España","SI","NO"
"55020","ALGECIRAS","36,126469","-5,448923","AVENIDA GESTO POR LA PAZ, S/N","11207","Algeciras","Cádiz","España","NO","NO"
"55014","SAN PABLO","36,4679463","-5,4190055","CARRETERA A-405 - ESTACION FERRACARRIL, S/N","11320","Jimena de la Frontera","Cádiz","España","NO","NO"
"55015","JIMENA DE LA FRONTERA","36,4242754","-5,4342443","CALLE JUAN DE DIOS, 15","11339","Jimena de la Frontera","Cádiz","España","NO","NO"
"55017","ALMORAIMA","36,2770173","-5,4300178","CARRETERA A-405 - ESTACION FERROCARRIL, S/N","11350","Castellar de la Frontera","Cádiz","España","NO","NO"
"55018","SAN ROQUE-LA LINEA","36,2140158","-5,4322269","AVENIDA GUADARRANQUE, 34","11368","San Roque","Cádiz","España","NO","NO"
"55019","LOS BARRIOS","36,1738822","-5,4607781","CARRETERA JEREZ - ALGECIRAS - ESTACION FERROCARRIL, 1","11370","Barrios, Los","Cádiz","España","NO","NO"
"51300","JEREZ DE LA FRONTERA","36,680069","-6,126763","PLAZA ESTACION FERROCARRIL, S/N","11401","Jerez de la Frontera","Cádiz","España","SI","NO"
"51205","AEROPUERTO DE JEREZ","36,751541","-6,065939","CARRETERA A-4 - SALIDA 628","11407","Jerez de la Frontera","Cádiz","España","SI","NO"
"51400","PUERTO DE SANTA MARIA","36,604017","-6,217919","AVENIDA DEL MONASTERIO, S/N","11500","Puerto de Santa María, El","Cádiz","España","SI","NO"
"51417","VALDELAGRANA","36,5814195","-6,2034911","CALLE LANZAROTE, S/N","11500","Puerto de Santa María, El","Cádiz","España","SI","NO"
"51401","PUERTO REAL","36,530968","-6,18559","CARRETERA DE CIRCUNVALACION - CALLE TIERRA, S/N","11510","Puerto Real","Cádiz","España","SI","NO"
"51415","LAS ALETAS","36,544106","-6,198661","CARRETERA CA-32 - POLIGONO LAS ALETAS - ESTACION FERROCARRIL, S/N","11510","Puerto Real","Cádiz","España","SI","NO"
"51416","UNIVERSIDAD DE CADIZ","36,5307956","-6,2040894","CALLE FRANCIA - POLIGONO INDUSTRIAL TROCADERO, S/N","11510","Puerto Real","Cádiz","España","SI","NO"
"55005","SETENIL","36,8624427","-5,1211137","CARRETERA CA-414 - ESTACION DE FERROCARRIL, S/N","11692","Setenil de las Bodegas","Cádiz","España","NO","NO"
"65300","CASTELLO DE LA PLANA","39,988259","-0,052266","CALLE PINTOR OLIET, 2","12006","Castellón de la Plana/Castelló de la Plana","Castellón/Castelló","España","SI","NO"
"67214","SEGORBE-ARRABAL","39,8548087","-0,4941752","CARRETERA NACIONAL 234, S/N","12400","Segorbe","Castellón/Castelló","España","SI","NO"
"67215","SEGORBE-CIUDAD","39,8490418","-0,480858","EXPLANADA DE LA ESTACION, S/N","12400","Segorbe","Castellón/Castelló","España","SI","NO"
"67208","BARRACAS","40,011745","-0,6962735","AVENIDA ESTACION FERROCARRIL, 9","12420","Barracas","Castellón/Castelló","España","NO","NO"
"67211","CAUDIEL","39,94733","-0,572027","AVENIDA ESTACION, 15","12440","Caudiel","Castellón/Castelló","España","SI","NO"
"67212","JERICA-VIVER","39,9151971","-0,5693862","CALLE ESTACION DE FERROCARRIL, S/N","12450","Jérica","Castellón/Castelló","España","SI","NO"
"67213","NAVAJAS","39,8744595","-0,5058987","CALLE ESTACION FERROCARRIL, S/N","12470","Navajas","Castellón/Castelló","España","SI","NO"
"67217","SONEJA","39,8120247","-0,4306676","CALLE ESTACION FERROCARRIL, S/N","12480","Soneja","Castellón/Castelló","España","SI","NO"
"65312","VINAROS","40,4716548","0,4556807","PLAZA ESTACION FERROCARRIL, S/N","12500","Vinaròs","Castellón/Castelló","España","NO","NO"
"65206","NULES-VILLAVIEJA","39,853502","-0,152227","CALLE RAMON LLUCH, S/N","12520","Nules","Castellón/Castelló","España","SI","NO"
"65207","BURRIANA-ALQUERIAS DEL NIÑO PERDIDO","39,895253","-0,1056377","CALLE ESTACION FERROCARRIL, S/N","12530","Borriana/Burriana","Castellón/Castelló","España","SI","NO"
"65208","VILA-REAL","39,9322174","-0,0973214","AVENIDA DE FRANCIA, 14","12540","Vila-real","Castellón/Castelló","España","SI","NO"
"65209","ALMASSORA","39,9543523","-0,0775039","CARRER ESTACIO FERROCARRIL, S/N","12550","Almazora/Almassora","Castellón/Castelló","España","SI","NO"
"65318","BENICASSIM","40,0580783","0,0578182","PLAZA ESTACION FERROCARRIL, S/N","12560","Benicasim/Benicàssim","Castellón/Castelló","España","NO","NO"
"65308","ALCALA DE CHIVERT","40,304675","0,2286858","PASSEIG HEROIS DEL MARROC, S/N","12570","Alcalà de Xivert","Castellón/Castelló","España","NO","NO"
"65311","BENICARLO-PEÑISCOLA","40,4276628","0,415166","PLAZA ESTACION FERROCARRIL, S/N","12580","Benicarló","Castellón/Castelló","España","NO","NO"
"65202","ALMENARA","39,7522591","-0,2156704","CALLE ESTACION FERROCARRIL, S/N","12590","Almenara","Castellón/Castelló","España","SI","NO"
"65203","LA LLOSA","39,7659238","-0,2045537","CALLE DESPOBLADO, S/N","12591","Llosa, la","Castellón/Castelló","España","SI","NO"
"65204","CHILCHES","39,7812077","-0,1917555","PLAZA JARDIN, S/N","12592","Chilches/Xilxes","Castellón/Castelló","España","SI","NO"
"65205","MONCOFAR","39,8172732","-0,1635392","CALLE ESTACION DE FERROCARRIL, S/N","12593","Moncofa","Castellón/Castelló","España","SI","NO"
"65304","ORPESA","40,0922718","0,1397688","PLAÇA L'ESTACIO FERROCARRIL, S/N","12594","Oropesa del Mar/Orpesa","Castellón/Castelló","España","NO","NO"
"65306","TORREBLANCA","40,2122167","0,1989847","CARRER DE L'ESTACIO, 47","12596","Torreblanca","Castellón/Castelló","España","NO","NO"
"37200","CIUDAD REAL","38,9852579","-3,9134245","AVENIDA DE EUROPA, 1","13005","Ciudad Real","Ciudad Real","España","NO","NO"
"50100","MANZANARES","39,0058224","-3,3705386","PASEO ESTACION FERROCARRIL, S/N","13200","Manzanares","Ciudad Real","España","NO","NO"
"94002","DAIMIEL","39,0615172","-3,6040492","CALLE ESTACION FERROCARRIL, S/N","13250","Daimiel","Ciudad Real","España","NO","NO"
"94004","ALMAGRO","38,895438","-3,709777","PASEO ESTACION FERROCARRIL, S/N","13270","Almagro","Ciudad Real","España","NO","NO"
"50102","VALDEPEÑAS","38,763297","-3,395942","PASEO ESTACION FERROCARRIL, S/N","13300","Valdepeñas","Ciudad Real","España","NO","NO"
"37302","BRAZATORTAS-VEREDAS","38,6688198","-4,3166882","CALLE JOSE POVEDA, S/N","13450","Brazatortas","Ciudad Real","España","NO","NO"
"37305","ALMADENEJOS-ALMADEN","38,7405765","-4,730331","CARRETERA C-424 - ESTACION FERROCARRIL, S/N","13480","Almadén","Ciudad Real","España","NO","NO"
"37308","GUADALMEZ-LOS PEDROCHES","38,6992339","-4,9295366","CARRETERA LOS PEDROCHES, KM 4","13490","Guadalmez","Ciudad Real","España","NO","NO"
"37300","PUERTOLLANO","38,6914111","-4,1116111","CALLE MUELLE, S/N","13500","Puertollano","Ciudad Real","España","NO","NO"
"60400","ALCAZAR DE SAN JUAN","39,3961548","-3,2058024","CALLE ALVAREZ GUERRA, S/N","13600","Alcázar de San Juan","Ciudad Real","España","NO","NO"
"60402","CAMPO DE CRIPTANA","39,394412","-3,1176765","AVENIDA AGUSTIN DE LA FUENTE, 49","13610","Campo de Criptana","Ciudad Real","España","NO","NO"
"60406","SOCUELLAMOS","39,2787994","-2,7755387","CALLE ESTACION FERROCARRIL, S/N","13630","Socuéllamos","Ciudad Real","España","NO","NO"
"50002","CINCO CASAS","39,1693086","-3,2373701","PLAZA ESTACION FERROCARRIL, S/N","13720","Alcázar de San Juan","Ciudad Real","España","NO","NO"
"50200","SANTA CRUZ DE MUDELA","38,644651","-3,4514992","PASEO CASTELAR, 161","13730","Santa Cruz de Mudela","Ciudad Real","España","NO","NO"
"50202","ALMURADIEL-VISO DEL MARQUES","38,5143048","-3,5017844","CALLE SAN ANTONIO, S/N","13760","Almuradiel","Ciudad Real","España","NO","NO"
"50500","CORDOBA","37,8884864","-4,7895764","GLORIETA DE LAS TRES CULTURAS, S/N","14011","Córdoba","Córdoba","España","NO","NO"
"50417","CAMPUS UNIVERSITARIO DE RABANALES","37,9128153","-4,720937","CALLE ESTACION FERROCARRIL, S/N","14014","Córdoba","Córdoba","España","NO","NO"
"37704","VILLANUEVA DE CORDOBA","38,2551693","-4,5709044","CARRETERA CO-5100 - VILLANUEVA ADAMUZ KM 9,8 - ESTACION FERROCARRIL, S/N","14440","Villanueva de Córdoba","Córdoba","España","NO","NO"
"02002","PUENTE GENIL-HERRERA","37,3597116","-4,8221946","CARRETERA A-318 - KM. 9 - ENTRE LOS PUEBLOS DE PUENTE GENIL (CÓRDOBA) Y HERRERA (SEVILLA)","14500","Puente Genil","Córdoba","España","NO","NO"
"50407","VILLA DEL RIO","37,9814294","-4,2838235","CALLE PROLONGACION ESTACION FERROCARRIL, S/N","14640","Villa del Río","Córdoba","España","NO","NO"
"50506","PALMA DEL RIO","37,7181028","-5,29276","CALLE ESTACION FERROCARRIL, S/N","14700","Palma del Río","Córdoba","España","NO","NO"
"50504","POSADAS","37,803977","-5,106321","PLAZA ESTACION FERROCARRIL, S/N","14730","Posadas","Córdoba","España","NO","NO"
"31412","A CORUÑA","43,352486","-8,4099651","AVENIDA DEL FERROCARRIL, 2","15008","Coruña, A","Coruña, A","España","NO","NO"
"31416","CERCEDA-MEIRAMA","43,2076859","-8,4466314","CARRETERA C-2104A - ESTACION FERROCARRIL, S/N","15188","Cerceda","Coruña, A","España","NO","NO"
"20410","ELVIÑA-UNIVERSIDADE","43,3352145","-8,4130116","CALLE ESTACION FERROCARRIL, S/N","15190","Coruña, A","Coruña, A","España","NO","NO"
"20316","TEIXEIRO","43,1413822","-8,0376492","CALLE CAMINO ESTACION FERROCARRIL, S/N","15310","Curtis","Coruña, A","España","NO","NO"
"20317","CURTIS","43,1272132","-8,1432035","PRAZA DE COMPOSTELA, 9","15310","Curtis","Coruña, A","España","NO","NO"
"20400","BETANZOS-INFESTA","43,2707409","-8,2258495","CAMINO REAL DA INFESTA, S/N","15319","Betanzos","Coruña, A","España","NO","NO"
"21001","BETANZOS-CIDADE","43,2841768","-8,2158576","RUA ARXENTINA, 10","15319","Betanzos","Coruña, A","España","NO","NO"
"05139","ORTIGUEIRA","43,686268","-7,849488","AVENIDA JUAN LUIS PLA MARTINEZ, S/N","15330","Ortigueira","Coruña, A","España","NO","SI"
"05145","O BARQUEIRO","43,735649","-7,70288","CARRETERA ESTACION FERROCARRIL, 6","15337","Mañón","Coruña, A","España","NO","SI"
"05141","ESPASANTE","43,70888","-7,804897","CARRETERA AC-862 - ESTACION FERROCARRIL, S/N","15339","Ortigueira","Coruña, A","España","NO","SI"
"05143","LOIBA","43,730381","-7,750047","CARRETERA CP-6104 - ESTACION FERROCARRIL, S/N","15339","Ortigueira","Coruña, A","España","NO","SI"
"05133","PONTE MERA","43,666061","-7,902557","CARRETERA AC-862 - ESTACION FERROCARRIL, S/N","15340","Ortigueira","Coruña, A","España","NO","SI"
"05131","SANTA MARIA DE MERA","43,640986","-7,916209","CARRETERA AC-862 - ESTACION FERROCARRIL, S/N","15349","Ortigueira","Coruña, A","España","NO","SI"
"05135","SAN CLODIO","43,660887","-7,873495","CARRETERA AC-862 - ESTACION FERROCARRIL, S/N","15368","Ortigueira","Coruña, A","España","NO","SI"
"05137","SENRA","43,668783","-7,8545455","CARRETERA AC-862 - ESTACION FERROCARRIL, S/N","15368","Ortigueira","Coruña, A","España","NO","SI"
"20320","OZA DOS RIOS","43,218716","-8,187044","CALLE LOIS, 48","15380","Oza-Cesuras","Coruña, A","España","NO","NO"
"20318","PIÑOI","43,1452995","-8,1911976","CALLE ESTACION FERROCARRIL, S/N","15390","Oza-Cesuras","Coruña, A","España","NO","NO"
"20319","CESURAS","43,1730347","-8,2005033","RUA ESTACION FERROCARRIL, S/N","15391","Oza-Cesuras","Coruña, A","España","NO","NO"
"05102","SAN XOAN","43,494555","-8,214222","ESTRADA SAN XOAN, S/N","15404","Ferrol","Coruña, A","España","NO","SI"
"21010","FERROL","43,4880277","-8,2310665","AVENIDA DE COMPOSTELA, S/N","15407","Ferrol","Coruña, A","España","NO","SI"
"21008","PERLIO","43,4730193","-8,17485","RUA ANTONIA MONTERO, 4","15500","Fene","Coruña, A","España","NO","NO"
"21009","NEDA","43,4953536","-8,160979","AVENIDA CASTELAO, 47","15510","Neda","Coruña, A","España","NO","NO"
"21007","BARALLOBRE","43,4628928","-8,1885688","RUA PABLO ARES FEAL, 43","15528","Fene","Coruña, A","España","NO","NO"
"05115","SAN SADURNIÑO","43,546021","-8,077931","CARRETERA DP-7603 - LUGAR ORXAS, 7","15560","San Sadurniño","Coruña, A","España","NO","SI"
"05117","LAMAS","43,54732","-8,048051","CARRETERA AC-862 - ESTACION FERROCARRIL, S/N","15562","San Sadurniño","Coruña, A","España","NO","SI"
"05119","APALLA","43,550465","-8,018659","CALLE ESTACION FERROCARRIL S/N","15563","San Sadurniño","Coruña, A","España","NO","SI"
"05121","MOECHE","43,562171","-8,002732","CARRETERA CP-4901 - ESTACION FERROCARRIL, S/N","15563","Moeche","Coruña, A","España","NO","SI"
"05127","CERDIDO","43,58716","-7,934617","CARRETERA AC-110 - ESTACION FERROCARRIL, S/N","15563","Cerdido","Coruña, A","España","NO","SI"
"05123","LABACENGOS","43,56528","-7,980225","CARRETERA DP-4902 - ESTACION FERROCARRIL, S/N","15564","Moeche","Coruña, A","España","NO","SI"
"05125","ENTRAMBARRIAS","43,57706","-7,954257","CALLE ESTACION FERROCARRIL S/N","15564","Moeche","Coruña, A","España","NO","SI"
"05129","A CUQUEIRA","43,60779","-7,921785","CALLE ESTACION FERROCARRIL S/N","15569","Cerdido","Coruña, A","España","NO","SI"
"05103","SANTA ICIA","43,500113","-8,199581","RUA ESTACION FERROCARRIL, 2","15570","Narón","Coruña, A","España","NO","SI"
"05104","VIRXE DO MAR","43,496509","-8,204876","RUA PONTE DAS CABRAS, S/N","15570","Narón","Coruña, A","España","NO","SI"
"05107","XUVIA","43,517113","-8,161322","CARRETERA DE CASTELA CON TRAVESIA FEVE","15570","Narón","Coruña, A","España","NO","SI"
"05108","O ALTO DO CASTIÑEIRO","43,503175","-8,195562","RUA TORRE, S/N","15570","Narón","Coruña, A","España","NO","SI"
"05109","FERRERIAS","43,527976","-8,150454","CAMIÑO DO APEADOIRO PRADOS, S/N","15570","Narón","Coruña, A","España","NO","SI"
"05111","SEDES","43,542607","-8,140199","CARRETERA AG-64 - ESTACION FERROCARRIL, S/N","15570","Narón","Coruña, A","España","NO","SI"
"05105","PIÑEIROS","43,509526","-8,183968","RUA CERRALLON DE ARRIBA, S/N","15572","Narón","Coruña, A","España","NO","SI"
